"COD_UBIC_C,N,11,0","DESC_LINEA,C,50","COD_VARIAN,N,11,0","ORDINAL,N,6,0","DESC_UBIC_,C,100","COD_CALLE1,N,11,0","COD_CALLE2,N,11,0","X,N,32,10","Y,N,32,10"
74,195,3918,6,J B ORDO?ÊEZ/Instruc,4956,3507,573408.704991813,6144287.14936633
74,150,4619,5,J B ORDO?ÊEZ/Instruc,4956,3507,573408.704991813,6144287.14936633
74,150,4620,7,J B ORDO?ÊEZ/Instruc,4956,3507,573408.704991813,6144287.14936633
74,195,8087,6,J B ORDO?ÊEZ/Instruc,4956,3507,573408.704991813,6144287.14936633
74,195,8088,6,J B ORDO?ÊEZ/Instruc,4956,3507,573408.704991813,6144287.14936633
74,145,8403,4,J B ORDO?ÊEZ/Instruc,4956,3507,573408.704991813,6144287.14936633
74,145,8404,8,J B ORDO?ÊEZ/Instruc,4956,3507,573408.704991813,6144287.14936633
74,145,8501,7,J B ORDO?ÊEZ/Instruc,4956,3507,573408.704991813,6144287.14936633
74,145,8584,3,J B ORDO?ÊEZ/Instruc,4956,3507,573408.704991813,6144287.14936633
75,140,4797,3,J B ORDO?ÊEZ/R Anador,327,4956,579488.093014963,6138485.53245934
75,140,4798,4,J B ORDO?ÊEZ/R Anador,327,4956,579488.093014963,6138485.53245934
75,140,7886,3,J B ORDO?ÊEZ/R Anador,327,4956,579488.093014963,6138485.53245934
75,140,8050,4,J B ORDO?ÊEZ/R Anador,327,4956,579488.093014963,6138485.53245934
76,494,4415,10,CEMENTERIO BUCEO,4956,6051,579962.471829251,6137971.94316878
76,494,4457,10,CEMENTERIO BUCEO,4956,6051,579962.471829251,6137971.94316878
76,494,4468,11,CEMENTERIO BUCEO,4956,6051,579962.471829251,6137971.94316878
76,494,4499,11,CEMENTERIO BUCEO,4956,6051,579962.471829251,6137971.94316878
76,495,4513,9,CEMENTERIO BUCEO,4956,6051,579962.471829251,6137971.94316878
76,427,8495,9,CEMENTERIO BUCEO,4956,6051,579962.471829251,6137971.94316878
76,427,8496,3,CEMENTERIO BUCEO,4956,6051,579962.471829251,6137971.94316878
76,427,8532,9,CEMENTERIO BUCEO,4956,6051,579962.471829251,6137971.94316878
76,427,8533,2,CEMENTERIO BUCEO,4956,6051,579962.471829251,6137971.94316878
76,G,8802,10,CEMENTERIO BUCEO,4956,6051,579962.471829251,6137971.94316878
76,G,8803,3,CEMENTERIO BUCEO,4956,6051,579962.471829251,6137971.94316878
77,110,498,11,MANGA - ANDALUZBELLONI,348,918,578995.962540676,6148820.69277505
77,110,522,4,MANGA - ANDALUZBELLONI,348,918,578995.962540676,6148820.69277505
77,169,2400,10,MANGA - ANDALUZBELLONI,348,918,578995.962540676,6148820.69277505
77,169,2401,3,MANGA - ANDALUZBELLONI,348,918,578995.962540676,6148820.69277505
77,300,3732,12,MANGA - ANDALUZBELLONI,348,918,578995.962540676,6148820.69277505
77,169,4001,3,MANGA - ANDALUZBELLONI,348,918,578995.962540676,6148820.69277505
77,169,4002,9,MANGA - ANDALUZBELLONI,348,918,578995.962540676,6148820.69277505
77,169,4635,3,MANGA - ANDALUZBELLONI,348,918,578995.962540676,6148820.69277505
77,169,4636,8,MANGA - ANDALUZBELLONI,348,918,578995.962540676,6148820.69277505
77,300,8385,13,MANGA - ANDALUZBELLONI,348,918,578995.962540676,6148820.69277505
77,300,8386,13,MANGA - ANDALUZBELLONI,348,918,578995.962540676,6148820.69277505
77,300,8398,2,MANGA - ANDALUZBELLONI,348,918,578995.962540676,6148820.69277505
77,300,8399,2,MANGA - ANDALUZBELLONI,348,918,578995.962540676,6148820.69277505
78,110,498,14,Ptas Macadam,918,2510,577950.094362726,6158097.01594983
78,110,522,1,Ptas Macadam,918,2510,577950.094362726,6158097.01594983
79,110,498,12,Instrucciones Belloni,3507,918,579034.16702923,6150904.39115162
79,110,522,3,Instrucciones Belloni,3507,918,579034.16702923,6150904.39115162
79,L13,1758,2,Instrucciones Belloni,3507,918,579034.16702923,6150904.39115162
79,L13,1759,3,Instrucciones Belloni,3507,918,579034.16702923,6150904.39115162
79,169,2400,11,Instrucciones Belloni,3507,918,579034.16702923,6150904.39115162
79,169,2401,2,Instrucciones Belloni,3507,918,579034.16702923,6150904.39115162
79,300,3732,13,Instrucciones Belloni,3507,918,579034.16702923,6150904.39115162
79,169,4001,2,Instrucciones Belloni,3507,918,579034.16702923,6150904.39115162
79,169,4002,10,Instrucciones Belloni,3507,918,579034.16702923,6150904.39115162
79,169,4635,2,Instrucciones Belloni,3507,918,579034.16702923,6150904.39115162
79,169,4636,9,Instrucciones Belloni,3507,918,579034.16702923,6150904.39115162
79,300,8385,14,Instrucciones Belloni,3507,918,579034.16702923,6150904.39115162
79,300,8386,14,Instrucciones Belloni,3507,918,579034.16702923,6150904.39115162
79,L32,8768,3,Instrucciones Belloni,3507,918,579034.16702923,6150904.39115162
79,L33,8770,3,Instrucciones Belloni,3507,918,579034.16702923,6150904.39115162
80,110,498,13,MANGA/Cno Tropas,918,6968,579316.313469008,6153200.75178447
80,110,522,2,MANGA/Cno Tropas,918,6968,579316.313469008,6153200.75178447
81,L22,1569,3,PDAS BLANCAS Repetto,5922,918,578729.996439826,6146923.07794219
81,169,2401,4,PDAS BLANCAS Repetto,5922,918,578729.996439826,6146923.07794219
81,192,3726,7,PDAS BLANCAS Repetto,5922,918,578729.996439826,6146923.07794219
81,169,4001,4,PDAS BLANCAS Repetto,5922,918,578729.996439826,6146923.07794219
81,169,4003,2,PDAS BLANCAS Repetto,5922,918,578729.996439826,6146923.07794219
81,456,4198,2,PDAS BLANCAS Repetto,5922,918,578729.996439826,6146923.07794219
81,456,4586,2,PDAS BLANCAS Repetto,5922,918,578729.996439826,6146923.07794219
81,169,4635,4,PDAS BLANCAS Repetto,5922,918,578729.996439826,6146923.07794219
81,169,4637,2,PDAS BLANCAS Repetto,5922,918,578729.996439826,6146923.07794219
81,L2,8046,3,PDAS BLANCAS Repetto,5922,918,578729.996439826,6146923.07794219
81,456,8219,2,PDAS BLANCAS Repetto,5922,918,578729.996439826,6146923.07794219
81,L25,8589,2,PDAS BLANCAS Repetto,5922,918,578729.996439826,6146923.07794219
81,L25,8590,1,PDAS BLANCAS Repetto,5922,918,578729.996439826,6146923.07794219
81,169,8677,2,PDAS BLANCAS Repetto,5922,918,578729.996439826,6146923.07794219
81,192,8681,2,PDAS BLANCAS Repetto,5922,918,578729.996439826,6146923.07794219
81,192,8682,7,PDAS BLANCAS Repetto,5922,918,578729.996439826,6146923.07794219
82,110,498,10,PIEDRAS BLANCAS,918,2754,578548.664831476,6145616.66293804
82,110,522,5,PIEDRAS BLANCAS,918,2754,578548.664831476,6145616.66293804
82,L46,1807,6,PIEDRAS BLANCAS,918,2754,578548.664831476,6145616.66293804
82,L36,1820,2,PIEDRAS BLANCAS,918,2754,578548.664831476,6145616.66293804
82,300,3732,11,PIEDRAS BLANCAS,918,2754,578548.664831476,6145616.66293804
82,106,4073,3,PIEDRAS BLANCAS,918,2754,578548.664831476,6145616.66293804
82,L2,8046,4,PIEDRAS BLANCAS,918,2754,578548.664831476,6145616.66293804
82,L2,8047,1,PIEDRAS BLANCAS,918,2754,578548.664831476,6145616.66293804
82,300,8385,12,PIEDRAS BLANCAS,918,2754,578548.664831476,6145616.66293804
82,300,8386,12,PIEDRAS BLANCAS,918,2754,578548.664831476,6145616.66293804
82,300,8398,3,PIEDRAS BLANCAS,918,2754,578548.664831476,6145616.66293804
82,300,8399,3,PIEDRAS BLANCAS,918,2754,578548.664831476,6145616.66293804
82,110,8673,2,PIEDRAS BLANCAS,918,2754,578548.664831476,6145616.66293804
82,110,8674,10,PIEDRAS BLANCAS,918,2754,578548.664831476,6145616.66293804
84,405,24,2,POCITOSM Pagola,1011,5058,578168.754475,6136595.02414446
84,405,28,2,POCITOSM Pagola,1011,5058,578168.754475,6136595.02414446
84,116,630,6,POCITOSM Pagola,1011,5058,578168.754475,6136595.02414446
84,116,2312,4,POCITOSM Pagola,1011,5058,578168.754475,6136595.02414446
84,405,3731,3,POCITOSM Pagola,1011,5058,578168.754475,6136595.02414446
84,182,8388,2,POCITOSM Pagola,1011,5058,578168.754475,6136595.02414446
84,183,8389,4,POCITOSM Pagola,1011,5058,578168.754475,6136595.02414446
84,183,8390,4,POCITOSM Pagola,1011,5058,578168.754475,6136595.02414446
84,405,8783,2,POCITOSM Pagola,1011,5058,578168.754475,6136595.02414446
85,112,593,3,PORTONES,3564,1059,583755.613231979,6139569.78726007
85,112,4081,3,PORTONES,3564,1059,583755.613231979,6139569.78726007
85,112,7920,4,PORTONES,3564,1059,583755.613231979,6139569.78726007
85,112,8008,4,PORTONES,3564,1059,583755.613231979,6139569.78726007
86,407,52,1,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,546,217,1,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,546,218,6,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,105,395,4,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,60,1483,1,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,105,1786,4,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,60,2393,1,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,105,4072,4,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,112,4252,1,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,112,4253,7,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,370,4384,1,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,370,4411,1,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,21,4418,1,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,21,4422,1,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,151,4490,12,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,151,4492,1,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,151,4493,13,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,151,4494,1,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,64,4530,1,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,64,4540,1,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,112,4787,1,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,112,4788,7,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,140,4797,1,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,370,4853,1,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,2,7589,1,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,2,7591,1,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,2,7593,1,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,140,7886,1,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,427,8495,11,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,427,8496,1,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,L20,8706,1,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,G,8802,12,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
86,G,8803,1,PORTONESTerminal,7647,1059,583782.104238596,6139674.61269711
87,L29,1911,1,COMPLEJO AM?ÎRICA,1079,7832,570107,6148866
87,L29,1917,5,COMPLEJO AM?ÎRICA,1079,7832,570107,6148866
87,L29,1942,1,COMPLEJO AM?ÎRICA,1079,7832,570107,6148866
87,L29,1944,5,COMPLEJO AM?ÎRICA,1079,7832,570107,6148866
87,526,3369,9,COMPLEJO AM?ÎRICA,1079,7832,570107,6148866
87,145,3728,8,COMPLEJO AM?ÎRICA,1079,7832,570107,6148866
87,147,4030,1,COMPLEJO AM?ÎRICA,1079,7832,570107,6148866
87,147,4031,11,COMPLEJO AM?ÎRICA,1079,7832,570107,6148866
87,151,4493,1,COMPLEJO AM?ÎRICA,1079,7832,570107,6148866
87,151,4494,13,COMPLEJO AM?ÎRICA,1079,7832,570107,6148866
87,147,4643,1,COMPLEJO AM?ÎRICA,1079,7832,570107,6148866
87,147,4644,10,COMPLEJO AM?ÎRICA,1079,7832,570107,6148866
87,147,4924,1,COMPLEJO AM?ÎRICA,1079,7832,570107,6148866
87,147,4925,7,COMPLEJO AM?ÎRICA,1079,7832,570107,6148866
87,145,8403,1,COMPLEJO AM?ÎRICA,1079,7832,570107,6148866
87,145,8404,11,COMPLEJO AM?ÎRICA,1079,7832,570107,6148866
88,191,4642,8,AV BRASIL/26 Marzo,1110,7629,577497.031780158,6136456.81758184
88,71,8387,2,AV BRASIL/26 Marzo,1110,7629,577497.031780158,6136456.81758184
88,71,8397,7,AV BRASIL/26 Marzo,1110,7629,577497.031780158,6136456.81758184
89,113,595,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,113,602,9,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,116,630,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,124,647,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,125,666,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,133,770,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,180,1766,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,103,2390,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,60,2392,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,169,2400,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,124,2640,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,117,2779,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,103,2921,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,180,2993,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,133,3048,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,D8,3920,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,D11,3924,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,158,3926,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,158,3928,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,D5,3937,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,133,3970,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,127,3973,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,127,3975,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,148,3977,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,137,3979,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,148,3981,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,127,3983,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,127,3985,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,156,3987,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,133,3989,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,158,3991,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,137,3992,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,133,3994,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,158,3996,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,133,3997,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,133,4000,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,169,4002,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,169,4004,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,505,4006,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,137,4027,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,141,4029,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,147,4031,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,148,4033,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,148,4045,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,102,4054,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,103,4065,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,104,4067,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,104,4069,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,105,4071,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,106,4074,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,112,4083,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,148,4114,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,456,4199,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,524,4207,4,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,62,4299,4,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,62,4300,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,62,4301,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,21,4423,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,21,4425,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,187,4473,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,D10,4542,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,D9,4545,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,111,4589,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,187,4831,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,188,4835,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,CE2,4917,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,133,7451,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,148,7716,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,148,7808,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,148,7830,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,121,7884,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,121,8076,1,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,402,8100,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,103,8206,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,E14,8314,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,CE1,8316,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,DE1,8317,2,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,169,8678,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,124 SD,8785,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
89,130,8805,3,PZA INDEPENDT Solis,1161,3633,573020.44387448,6136972.08483675
90,144,883,9,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,144,888,1,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,199,1448,8,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,199,1453,1,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,144,3225,9,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,144,3226,1,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,155,3672,4,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,155,3673,1,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,195,3918,5,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,158,3925,3,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,158,3927,3,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,158,3990,3,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,158,3995,3,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,155,4621,4,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,158,4625,3,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,158,4627,3,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,329,4941,5,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,329,4944,5,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,329,4946,5,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,329,4948,5,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,329,4950,6,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,329,4952,5,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,329,7368,5,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,329,7726,5,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,329,7813,5,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,195,8087,5,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,195,8088,5,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,538,8199,4,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,538,8201,4,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,329,8275,5,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,329,8277,6,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
90,329,8616,5,CEMENTERIO DEL NORTE,1179,6621,575414.202064155,6143736.88336694
91,306,3791,5,L A HERRERA/Burgues,1179,3348,574377.874096941,6142060.23002215
91,306,3792,11,L A HERRERA/Burgues,1179,3348,574377.874096941,6142060.23002215
91,306,3797,12,L A HERRERA/Burgues,1179,3348,574377.874096941,6142060.23002215
91,306,3799,11,L A HERRERA/Burgues,1179,3348,574377.874096941,6142060.23002215
91,306,3800,5,L A HERRERA/Burgues,1179,3348,574377.874096941,6142060.23002215
91,306,3801,11,L A HERRERA/Burgues,1179,3348,574377.874096941,6142060.23002215
91,306,3802,5,L A HERRERA/Burgues,1179,3348,574377.874096941,6142060.23002215
91,306,3803,13,L A HERRERA/Burgues,1179,3348,574377.874096941,6142060.23002215
91,158,3925,4,L A HERRERA/Burgues,1179,3348,574377.874096941,6142060.23002215
91,158,3926,8,L A HERRERA/Burgues,1179,3348,574377.874096941,6142060.23002215
91,158,3927,4,L A HERRERA/Burgues,1179,3348,574377.874096941,6142060.23002215
91,158,3928,8,L A HERRERA/Burgues,1179,3348,574377.874096941,6142060.23002215
91,158,3990,4,L A HERRERA/Burgues,1179,3348,574377.874096941,6142060.23002215
91,158,3991,7,L A HERRERA/Burgues,1179,3348,574377.874096941,6142060.23002215
91,158,3995,4,L A HERRERA/Burgues,1179,3348,574377.874096941,6142060.23002215
91,158,3996,7,L A HERRERA/Burgues,1179,3348,574377.874096941,6142060.23002215
91,150,4619,6,L A HERRERA/Burgues,1179,3348,574377.874096941,6142060.23002215
91,150,4620,6,L A HERRERA/Burgues,1179,3348,574377.874096941,6142060.23002215
91,158,4625,4,L A HERRERA/Burgues,1179,3348,574377.874096941,6142060.23002215
91,158,4626,5,L A HERRERA/Burgues,1179,3348,574377.874096941,6142060.23002215
91,158,4627,4,L A HERRERA/Burgues,1179,3348,574377.874096941,6142060.23002215
91,158,4628,6,L A HERRERA/Burgues,1179,3348,574377.874096941,6142060.23002215
92,150,4619,2,CALPINO/O Rodriguez,5264,8300,571445,6151347
92,150,4620,10,CALPINO/O Rodriguez,5264,8300,571445,6151347
93,100,242,10,PLAZA ESPA?ÊA,1482,3069,572962.617843456,6136701.50836501
93,103,343,10,PLAZA ESPA?ÊA,1482,3069,572962.617843456,6136701.50836501
93,110,522,12,PLAZA ESPA?ÊA,1482,3069,572962.617843456,6136701.50836501
93,112,593,10,PLAZA ESPA?ÊA,1482,3069,572962.617843456,6136701.50836501
93,113,602,10,PLAZA ESPA?ÊA,1482,3069,572962.617843456,6136701.50836501
93,137,819,8,PLAZA ESPA?ÊA,1482,3069,572962.617843456,6136701.50836501
93,105,1786,13,PLAZA ESPA?ÊA,1482,3069,572962.617843456,6136701.50836501
93,105,1801,1,PLAZA ESPA?ÊA,1482,3069,572962.617843456,6136701.50836501
93,109,2214,13,PLAZA ESPA?ÊA,1482,3069,572962.617843456,6136701.50836501
93,116,2311,5,PLAZA ESPA?ÊA,1482,3069,572962.617843456,6136701.50836501
93,180,2994,6,PLAZA ESPA?ÊA,1482,3069,572962.617843456,6136701.50836501
93,144,3226,7,PLAZA ESPA?ÊA,1482,3069,572962.617843456,6136701.50836501
93,102,3668,11,PLAZA ESPA?ÊA,1482,3069,572962.617843456,6136701.50836501
93,102,3669,1,PLAZA ESPA?ÊA,1482,3069,572962.617843456,6136701.50836501
93,109,4230,12,PLAZA ESPA?ÊA,1482,3069,572962.617843456,6136701.50836501
93,62,4299,5,PLAZA ESPA?ÊA,1482,3069,572962.617843456,6136701.50836501
93,109,4922,13,PLAZA ESPA?ÊA,1482,3069,572962.617843456,6136701.50836501
93,141,7684,6,PLAZA ESPA?ÊA,1482,3069,572962.617843456,6136701.50836501
93,142,7898,8,PLAZA ESPA?ÊA,1482,3069,572962.617843456,6136701.50836501
93,142,7899,7,PLAZA ESPA?ÊA,1482,3069,572962.617843456,6136701.50836501
93,103,8128,12,PLAZA ESPA?ÊA,1482,3069,572962.617843456,6136701.50836501
93,103,8205,10,PLAZA ESPA?ÊA,1482,3069,572962.617843456,6136701.50836501
93,111,8394,10,PLAZA ESPA?ÊA,1482,3069,572962.617843456,6136701.50836501
93,145,8403,10,PLAZA ESPA?ÊA,1482,3069,572962.617843456,6136701.50836501
93,137,8493,9,PLAZA ESPA?ÊA,1482,3069,572962.617843456,6136701.50836501
93,145,8584,9,PLAZA ESPA?ÊA,1482,3069,572962.617843456,6136701.50836501
93,110,8673,9,PLAZA ESPA?ÊA,1482,3069,572962.617843456,6136701.50836501
95,456,4198,5,PALACIO DE LA LUZ,1603,5115,573596.523717358,6139306.5317454
95,494,4415,6,PALACIO DE LA LUZ,1603,5115,573596.523717358,6139306.5317454
95,494,4457,6,PALACIO DE LA LUZ,1603,5115,573596.523717358,6139306.5317454
95,494,4468,7,PALACIO DE LA LUZ,1603,5115,573596.523717358,6139306.5317454
95,494,4499,7,PALACIO DE LA LUZ,1603,5115,573596.523717358,6139306.5317454
95,495,4513,5,PALACIO DE LA LUZ,1603,5115,573596.523717358,6139306.5317454
